salesrepname,customername,countryname,pgcombine,values_type,actual_2019_jan,actual_2019_feb,actual_2019_mar,actual_2019_apr,actual_2019_may,actual_2019_jun,actual_2019_jul,actual_2019_aug,actual_2019_sep,actual_2019_oct,actual_2019_nov,actual_2019_dec,actual_2020_jan,actual_2020_feb,actual_2020_mar,actual_2020_apr,actual_2020_may,actual_2020_jun,actual_2020_jul,actual_2020_aug,actual_2020_sep,actual_2020_oct,actual_2020_nov,actual_2020_dec,actual_2021_jan,actual_2021_feb,actual_2021_mar,actual_2021_apr,actual_2021_may,actual_2021_jun,actual_2021_jul,actual_2021_aug,actual_2021_sep,actual_2021_oct,actual_2021_nov,actual_2021_dec,actual_2022_jan,actual_2022_feb,actual_2022_mar,actual_2022_apr,actual_2022_may,actual_2022_jun,actual_2022_jul,actual_2022_aug,actual_2022_sep,actual_2022_oct,actual_2022_nov,actual_2022_dec,actual_2023_jan,actual_2023_feb,actual_2023_mar,actual_2023_apr,actual_2023_may,actual_2023_jun,actual_2023_jul,actual_2023_aug,actual_2023_sep,actual_2023_oct,actual_2023_nov,actual_2023_dec,actual_2024_jan,actual_2024_feb,actual_2024_mar,actual_2024_apr,actual_2024_may,actual_2024_jun,actual_2024_jul,actual_2024_aug,actual_2024_sep,actual_2024_oct,actual_2024_nov,actual_2024_dec,actual_2025_jan,actual_2025_feb,actual_2025_mar,actual_2025_apr,actual_2025_may,actual_2025_jun,actual_2025_jul,actual_2025_aug,actual_2025_sep,actual_2025_oct,actual_2025_nov,actual_2025_dec,budget_2025_jan,budget_2025_feb,budget_2025_mar,budget_2025_apr,budget_2025_may,budget_2025_jun,budget_2025_jul,budget_2025_aug,budget_2025_sep,budget_2025_oct,budget_2025_nov,budget_2025_dec
Christopher Dela Cruz,"IBRA FOOD INDUSTRIES LLCSheikh Zayed Road, PO Box 5721",UNITED ARAB EMIRATES,Services Charges,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,"IBRA FOOD INDUSTRIES LLCSheikh Zayed Road, PO Box 5721",UNITED ARAB EMIRATES,Services Charges,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,INTELEC ADV-LLCIndustrial Area 1,UNITED ARAB EMIRATES,Shrink Sleeves,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,INTELEC ADV-LLCIndustrial Area 1,UNITED ARAB EMIRATES,Shrink Sleeves,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9888,0,0,0,0,0,0,0,0,6527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,INTELEC ADV-LLCIndustrial Area 1,UNITED ARAB EMIRATES,Shrink Sleeves,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6755,0,0,0,0,0,0,0,0,3165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,INTELEC ADV-LLCIndustrial Area 1,UNITED ARAB EMIRATES,Services Charges,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,INTELEC ADV-LLCIndustrial Area 1,UNITED ARAB EMIRATES,Services Charges,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,INTELEC ADV-LLCIndustrial Area 1,UNITED ARAB EMIRATES,Services Charges,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,INTERCONTINENTAL LEAF TOBACCO CO. ,UNITED ARAB EMIRATES,Industrial Items Plain,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,INTERCONTINENTAL LEAF TOBACCO CO. ,UNITED ARAB EMIRATES,Industrial Items Plain,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853,16380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,INTERCONTINENTAL LEAF TOBACCO CO. ,UNITED ARAB EMIRATES,Industrial Items Plain,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,5276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,INTERNATIONAL ASEPTIC PAPERBOARDICAD – 1,UNITED ARAB EMIRATES,Shrink Film Plain,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5760,0,7200,0,0,0,9600,0,0,4840,0,4000,4000,6400,0,0,6400,1200,-4160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,2400,3190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,INTERNATIONAL ASEPTIC PAPERBOARDICAD – 1,UNITED ARAB EMIRATES,Shrink Film Plain,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47856,0,59840,0,0,0,74880,0,0,37440,0,29000,29000,46400,0,0,44800,8400,-29120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,15000,19938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,INTERNATIONAL ASEPTIC PAPERBOARDICAD – 1,UNITED ARAB EMIRATES,Shrink Film Plain,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13962,0,11369,0,0,0,14786,0,0,10682,0,5391,5544,13646,0,0,9756,1648,-5480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3761,0,3307,4426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,INTERNATIONAL ASEPTIC PAPERBOARDICAD – 1,UNITED ARAB EMIRATES,Wide Film,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,0,804,0,0,0,805,0,0,0,0,800,0,800,0,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,INTERNATIONAL ASEPTIC PAPERBOARDICAD – 1,UNITED ARAB EMIRATES,Wide Film,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8281,0,6794,0,0,0,6279,0,0,0,0,5800,0,5800,0,0,5628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,INTERNATIONAL ASEPTIC PAPERBOARDICAD – 1,UNITED ARAB EMIRATES,Wide Film,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,0,1841,0,0,0,955,0,0,0,0,1546,0,1738,0,0,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,"JANNAT AL FERDOS BUILDINGNakheel Center, Shop No 13",UNITED ARAB EMIRATES,Wide Film,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,"JANNAT AL FERDOS BUILDINGNakheel Center, Shop No 13",UNITED ARAB EMIRATES,Wide Film,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,"JANNAT AL FERDOS BUILDINGNakheel Center, Shop No 13",UNITED ARAB EMIRATES,Wide Film,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,KNAUF EXEED INSULATION LLC ,UNITED ARAB EMIRATES,Commercial Items Plain,KGS,0,0,0,0,0,0,0,0,-1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,KNAUF EXEED INSULATION LLC ,UNITED ARAB EMIRATES,Commercial Items Plain,Amount,0,0,0,0,0,0,0,0,-8225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,KNAUF EXEED INSULATION LLC ,UNITED ARAB EMIRATES,Commercial Items Plain,MoRM,0,0,0,0,0,0,0,0,-2254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,LEBANESE PACKING CENTER ,KINGDOM OF SAUDI ARABIA,Mono Layer Printed,KGS,0,0,0,0,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,LEBANESE PACKING CENTER ,KINGDOM OF SAUDI ARABIA,Mono Layer Printed,Amount,0,0,0,0,8195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,LEBANESE PACKING CENTER ,KINGDOM OF SAUDI ARABIA,Mono Layer Printed,MoRM,0,0,0,0,1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,LEBANESE PACKING CENTER ,KINGDOM OF SAUDI ARABIA,Services Charges,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,LEBANESE PACKING CENTER ,KINGDOM OF SAUDI ARABIA,Services Charges,Amount,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,LEBANESE PACKING CENTER ,KINGDOM OF SAUDI ARABIA,Services Charges,MoRM,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,LIFE PHARMA FZE ,UNITED ARAB EMIRATES,Commercial Items Plain,KGS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,LIFE PHARMA FZE ,UNITED ARAB EMIRATES,Commercial Items Plain,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,LIFE PHARMA FZE ,UNITED ARAB EMIRATES,Commercial Items Plain,MoRM,0,0,0,0,0,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,LIFE PHARMA FZE ,UNITED ARAB EMIRATES,Industrial Items Printed,KGS,0,0,0,0,0,0,2044,0,0,1920,1964,0,0,0,0,0,0,0,0,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,260,1630,0,970,1890,0,-49,0,0,890,2913,0,0,1060,0,1550,0,0,0,0,3280,0,2200,0,1000,0,0,0,0,0,0,0,1100,0,0,0,0,3180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,LIFE PHARMA FZE ,UNITED ARAB EMIRATES,Industrial Items Printed,Amount,0,0,0,0,0,0,30660,0,0,28800,29460,0,0,0,0,0,0,0,0,29295,0,0,0,0,0,0,0,0,0,0,0,0,0,3640,22820,0,14550,28350,0,-679,0,0,13350,43695,0,0,15900,0,23250,0,0,0,0,49200,0,33000,0,15000,0,0,0,0,0,0,0,16500,0,0,0,0,47700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,LIFE PHARMA FZE ,UNITED ARAB EMIRATES,Industrial Items Printed,MoRM,0,0,0,0,0,0,15421,0,0,16403,17349,0,0,0,0,0,0,0,0,17498,0,0,0,0,0,0,0,0,0,0,0,0,0,1652,10761,0,5854,11685,0,-298,0,0,3957,14877,0,0,8676,0,10632,0,0,0,0,24784,0,17219,0,6401,0,0,0,0,0,0,0,8774,0,0,0,0,25228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,LIFE PHARMA FZE ,UNITED ARAB EMIRATES,Services Charges,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,LIFE PHARMA FZE ,UNITED ARAB EMIRATES,Services Charges,Amount,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,LIFE PHARMA FZE ,UNITED ARAB EMIRATES,Services Charges,MoRM,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,"Marmum DairyAl Ain, P.O. Box 31671",UNITED ARAB EMIRATES,Laminates,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,"Marmum DairyAl Ain, P.O. Box 31671",UNITED ARAB EMIRATES,Laminates,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,"Marmum DairyAl Ain, P.O. Box 31671",UNITED ARAB EMIRATES,Laminates,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,MISC. CUSTOMER (CHRISTOPHER DE LA C ,UNITED ARAB EMIRATES,Shrink Film Printed,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,MISC. CUSTOMER (CHRISTOPHER DE LA C ,UNITED ARAB EMIRATES,Shrink Film Printed,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,MISC. CUSTOMER (CHRISTOPHER DE LA C ,UNITED ARAB EMIRATES,Shrink Film Printed,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,MISC. CUSTOMER (CHRISTOPHER DE LA C ,UNITED ARAB EMIRATES,Wide Film,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,MISC. CUSTOMER (CHRISTOPHER DE LA C ,UNITED ARAB EMIRATES,Wide Film,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,MISC. CUSTOMER (CHRISTOPHER DE LA C ,UNITED ARAB EMIRATES,Wide Film,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,"MYTM TradingWelo Sefer, Ethio China Road,",ETHIOPIA,Industrial Items Printed,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2940,8820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,"MYTM TradingWelo Sefer, Ethio China Road,",ETHIOPIA,Industrial Items Printed,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34330,96513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Dela Cruz,"MYTM TradingWelo Sefer, Ethio China Road,",ETHIOPIA,Industrial Items Printed,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17805,47845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
