salesrepname,customername,countryname,pgcombine,values_type,actual_2019_jan,actual_2019_feb,actual_2019_mar,actual_2019_apr,actual_2019_may,actual_2019_jun,actual_2019_jul,actual_2019_aug,actual_2019_sep,actual_2019_oct,actual_2019_nov,actual_2019_dec,actual_2020_jan,actual_2020_feb,actual_2020_mar,actual_2020_apr,actual_2020_may,actual_2020_jun,actual_2020_jul,actual_2020_aug,actual_2020_sep,actual_2020_oct,actual_2020_nov,actual_2020_dec,actual_2021_jan,actual_2021_feb,actual_2021_mar,actual_2021_apr,actual_2021_may,actual_2021_jun,actual_2021_jul,actual_2021_aug,actual_2021_sep,actual_2021_oct,actual_2021_nov,actual_2021_dec,actual_2022_jan,actual_2022_feb,actual_2022_mar,actual_2022_apr,actual_2022_may,actual_2022_jun,actual_2022_jul,actual_2022_aug,actual_2022_sep,actual_2022_oct,actual_2022_nov,actual_2022_dec,actual_2023_jan,actual_2023_feb,actual_2023_mar,actual_2023_apr,actual_2023_may,actual_2023_jun,actual_2023_jul,actual_2023_aug,actual_2023_sep,actual_2023_oct,actual_2023_nov,actual_2023_dec,actual_2024_jan,actual_2024_feb,actual_2024_mar,actual_2024_apr,actual_2024_may,actual_2024_jun,actual_2024_jul,actual_2024_aug,actual_2024_sep,actual_2024_oct,actual_2024_nov,actual_2024_dec,actual_2025_jan,actual_2025_feb,actual_2025_mar,actual_2025_apr,actual_2025_may,actual_2025_jun,actual_2025_jul,actual_2025_aug,actual_2025_sep,actual_2025_oct,actual_2025_nov,actual_2025_dec,budget_2025_jan,budget_2025_feb,budget_2025_mar,budget_2025_apr,budget_2025_may,budget_2025_jun,budget_2025_jul,budget_2025_aug,budget_2025_sep,budget_2025_oct,budget_2025_nov,budget_2025_dec
Narek Koroukian,AL AIN FOOD & BEVERAGES PJSCKhatim Al Shiklah Road,UNITED ARAB EMIRATES,Commercial Items Plain,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26843,1429,0,27235,0,7373,13885,0,11766,7774,33610,0,12797,6519,22898,0,10362,7123,11597,5181,-728,-555,24122,8838,15583,6241,16465,15960,11651,7911,21094,13269,8852,27957,3951,13536,14356,20093,34856,43505,3451,36491,16759,22308,29316,2778,10975,25347,5746,20650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,AL AIN FOOD & BEVERAGES PJSCKhatim Al Shiklah Road,UNITED ARAB EMIRATES,Shrink Film Plain,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,1800,2050,2875,0,1000,2100,1159,0,2700,3850,3498,4608,12164,6255,4905,8422,1848,1845,9824,630,11950,-925,11260,770,7558,12702,6060,4900,6415,8675,16848,4490,7285,4670,3400,8705,13940,8535,11590,5080,11965,9741,6629,7627,8294,1755,10749,6229,9462,-1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,AL AIN FOOD & BEVERAGES PJSCKhatim Al Shiklah Road,UNITED ARAB EMIRATES,Shrink Film Plain,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5250,12600,14350,20540,0,7700,16170,8924,0,22140,31939,29313,39670,105210,54156,41300,71482,15297,15738,80556,4902,95853,-7751,81701,5171,55000,89803,42663,34576,45041,57799,112615,29953,48882,31336,22814,56655,89448,55221,73884,32571,75955,63024,41777,47684,53305,9844,68077,38877,59496,-7609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,AL AIN FOOD & BEVERAGES PJSCKhatim Al Shiklah Road,UNITED ARAB EMIRATES,Shrink Film Plain,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-267,448,3111,0,1946,2924,1677,0,4130,6689,6707,10273,24833,12023,8988,16295,3730,4589,26521,1569,24952,-1033,20655,577,14403,27449,11791,11620,15445,19592,36742,9818,15412,9828,7188,17058,26193,15798,21446,9480,21607,17521,11062,12507,14564,369,17249,10432,14635,-2164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,AL AIN FOOD & BEVERAGES PJSCKhatim Al Shiklah Road,UNITED ARAB EMIRATES,Shrink Film Printed,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15848,21333,21952,52141,61308,46715,30368,54301,41264,28356,35460,38482,23789,60975,40172,30938,27634,42256,23587,20426,40891,45140,-13717,53911,10648,30321,47552,40162,10581,39245,26482,38631,33663,58112,47293,40149,43679,81577,25514,54877,23810,51251,41250,44649,46067,36216,35849,30433,42902,48510,-764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,AL AIN FOOD & BEVERAGES PJSCKhatim Al Shiklah Road,UNITED ARAB EMIRATES,Shrink Film Printed,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167332,225546,227521,556290,668751,524160,332727,616519,472267,350266,447309,485595,296871,789322,519235,394502,344897,520292,296357,248520,504171,558429,-169686,641761,118662,351102,541384,441320,94735,418876,272755,407017,344769,604867,491454,407642,445511,819329,270283,579283,239721,518565,422791,465155,466948,376493,375676,304877,438494,501840,-7036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,AL AIN FOOD & BEVERAGES PJSCKhatim Al Shiklah Road,UNITED ARAB EMIRATES,Shrink Film Printed,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41783,51255,47213,141139,185952,149304,92502,164010,126616,108505,145245,146515,87864,252105,174944,126457,112573,178854,109193,91076,190950,177550,-43217,213361,54618,129016,218288,179784,71772,177756,118846,170313,141887,256291,215678,163504,185841,340912,116369,244937,98393,209183,165349,192437,195353,157631,156018,122934,183945,212022,-2777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,AL AIN FOOD & BEVERAGES PJSCKhatim Al Shiklah Road,UNITED ARAB EMIRATES,Services Charges,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,AL AIN FOOD & BEVERAGES PJSCKhatim Al Shiklah Road,UNITED ARAB EMIRATES,Services Charges,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11700,0,15600,46800,0,0,0,26400,0,0,0,0,0,0,0,4550,21450,5850,5850,52000,0,0,0,0,0,0,2600,0,0,0,0,0,10400,1300,4550,33600,0,0,0,6000,19200,1200,28800,0,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,AL AIN FOOD & BEVERAGES PJSCKhatim Al Shiklah Road,UNITED ARAB EMIRATES,Services Charges,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11700,0,15600,46800,0,0,0,26400,0,0,0,0,0,0,0,4550,21450,5850,5850,52000,0,0,0,0,0,0,2600,0,0,0,0,0,10400,1300,4550,33600,0,0,0,6000,19200,1200,28800,0,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,AL BARAKAH DATES FACTORY LLCBin Suhaib 2,UNITED ARAB EMIRATES,Commercial Items Plain,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,2110,0,880,2600,0,0,0,0,0,0,0,0,1537,0,1250,0,100,2018,0,0,0,0,0,0,2120,0,2150,-220,2140,0,2140,0,2120,40,3220,0,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,AL BARAKAH DATES FACTORY LLCBin Suhaib 2,UNITED ARAB EMIRATES,Commercial Items Plain,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8976,18990,0,7656,21780,0,0,0,0,0,0,0,0,13065,0,10625,0,850,17153,0,0,0,0,0,0,18020,0,18275,-1870,18190,0,17762,0,17596,0,26726,0,17596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,AL BARAKAH DATES FACTORY LLCBin Suhaib 2,UNITED ARAB EMIRATES,Commercial Items Plain,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3118,3108,0,2903,6727,0,0,0,0,0,0,0,0,5795,0,5153,0,362,8177,0,0,0,0,0,0,8720,0,9238,-891,9057,0,8529,0,8658,-288,12885,0,8415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,AL BARAKAH DATES FACTORY LLCBin Suhaib 2,UNITED ARAB EMIRATES,Industrial Items Plain,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,AL BARAKAH DATES FACTORY LLCBin Suhaib 2,UNITED ARAB EMIRATES,Industrial Items Plain,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,AL BARAKAH DATES FACTORY LLCBin Suhaib 2,UNITED ARAB EMIRATES,Industrial Items Plain,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,AL BARAKAH DATES FACTORY LLCBin Suhaib 2,UNITED ARAB EMIRATES,Wide Film,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,AL BARAKAH DATES FACTORY LLCBin Suhaib 2,UNITED ARAB EMIRATES,Wide Film,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,AL BARAKAH DATES FACTORY LLCBin Suhaib 2,UNITED ARAB EMIRATES,Wide Film,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,Al Ghadeer Mineral Water Bottling ,OMAN,Shrink Film Printed,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2572,0,0,986,0,0,3388,1000,0,2449,0,0,0,0,0,0,0,0,0,0,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,Al Ghadeer Mineral Water Bottling ,OMAN,Shrink Film Printed,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29166,0,0,11290,0,0,46657,13600,0,29878,0,0,0,0,0,0,0,0,0,0,11723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,Al Ghadeer Mineral Water Bottling ,OMAN,Shrink Film Printed,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8415,0,0,2558,0,0,15337,4467,0,6515,0,0,0,0,0,0,0,0,0,0,4418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,Al Nakheel Hygienic Paper ,UNITED ARAB EMIRATES,Commercial Items Plain,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,1,0,0,19,3395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,Al Nakheel Hygienic Paper ,UNITED ARAB EMIRATES,Commercial Items Plain,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,42990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,Al Nakheel Hygienic Paper ,UNITED ARAB EMIRATES,Commercial Items Plain,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1293,0,-907,-298,0,0,-150,22916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,Al Nakheel Hygienic Paper ,UNITED ARAB EMIRATES,Industrial Items Plain,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,Al Nakheel Hygienic Paper ,UNITED ARAB EMIRATES,Industrial Items Plain,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,Al Nakheel Hygienic Paper ,UNITED ARAB EMIRATES,Industrial Items Plain,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4571,0,0,0,0,0,0,0,0,0,0,0,-421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,Al Nakheel Hygienic Paper ,UNITED ARAB EMIRATES,Industrial Items Printed,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,9781,10117,0,2148,0,10150,2715,5536,7793,5346,4640,13102,4827,6774,10560,8608,11367,17641,9670,21013,16112,13309,12062,22237,16445,20551,17461,21232,24469,30645,9207,29717,13966,31020,24419,26252,36883,10538,23617,22090,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,Al Nakheel Hygienic Paper ,UNITED ARAB EMIRATES,Industrial Items Printed,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120607,123489,0,26085,0,124970,34399,67424,95945,65306,56488,163217,59142,88193,121421,84197,127557,182173,105510,229825,173169,148091,132813,240996,175323,226341,187234,229522,261728,331920,108948,324720,146180,342299,274331,283550,402392,116198,259513,251687,7208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,Al Nakheel Hygienic Paper ,UNITED ARAB EMIRATES,Industrial Items Printed,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2846,30855,35070,0,3152,0,35187,10128,21441,31402,25775,24292,66958,27282,42338,51375,36458,53477,88719,50734,113594,83535,69590,64708,114867,87930,106981,84714,105957,119035,154866,54230,138715,68624,159546,124676,133249,188474,50502,118035,119644,3633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,Al Nakheel Hygienic Paper ,UNITED ARAB EMIRATES,Shrink Film Plain,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1540,0,0,490,30,0,0,110,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,Al Nakheel Hygienic Paper ,UNITED ARAB EMIRATES,Shrink Film Plain,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11550,0,0,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,Al Nakheel Hygienic Paper ,UNITED ARAB EMIRATES,Shrink Film Plain,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4833,0,0,640,-152,0,0,-551,-249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,Al Nakheel Hygienic Paper ,UNITED ARAB EMIRATES,Services Charges,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,Al Nakheel Hygienic Paper ,UNITED ARAB EMIRATES,Services Charges,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19200,0,0,0,0,0,4100,0,9000,6750,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,26250,0,0,0,18000,6000,0,6000,0,0,0,24000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,Al Nakheel Hygienic Paper ,UNITED ARAB EMIRATES,Services Charges,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19200,0,0,0,0,0,4100,0,9000,6750,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,26250,0,0,0,18000,6000,0,6000,0,0,0,24000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,BRF FOODS GMBH (DUBAI BRANCH) ,UNITED ARAB EMIRATES,Commercial Items Plain,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,1325,0,954,324,0,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,BRF FOODS GMBH (DUBAI BRANCH) ,UNITED ARAB EMIRATES,Commercial Items Plain,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12213,13599,0,7380,3240,0,13032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,BRF FOODS GMBH (DUBAI BRANCH) ,UNITED ARAB EMIRATES,Commercial Items Plain,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4844,5426,0,2003,1374,0,5243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,INTERBRAND COSTREET BEHIND BABEL REST,LEBANON,Shrink Film Printed,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22719,20128,3099,22460,0,0,11631,0,0,22336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,INTERBRAND COSTREET BEHIND BABEL REST,LEBANON,Shrink Film Printed,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229416,203253,31294,226801,0,0,111043,0,0,229650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,INTERBRAND COSTREET BEHIND BABEL REST,LEBANON,Shrink Film Printed,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105135,97242,14781,103320,0,0,46586,0,0,108716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,MAI DUBAI ,UNITED ARAB EMIRATES,Shrink Sleeves,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,423,0,451,257,747,0,803,0,0,0,780,0,0,784,782,423,423,423,298,423,599,1202,510,590,0,2389,0,0,0,0,0,0,0,0,1627,1648,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,MAI DUBAI ,UNITED ARAB EMIRATES,Shrink Sleeves,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505,0,0,0,8064,0,8590,4896,14224,0,15305,0,0,0,13934,0,0,13818,13775,7459,7459,7459,5250,7459,10546,21179,8980,10390,0,42091,0,0,0,0,0,0,0,0,28085,28449,27837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,MAI DUBAI ,UNITED ARAB EMIRATES,Shrink Sleeves,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,2616,0,2772,1512,5215,0,5350,0,0,0,5696,0,0,5825,5924,3249,3249,3249,2287,3691,5219,10484,4386,4696,0,20411,0,0,0,0,0,0,0,0,14998,15050,14485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,MAI DUBAI ,UNITED ARAB EMIRATES,Wrap Around Label,KGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,MAI DUBAI ,UNITED ARAB EMIRATES,Wrap Around Label,Amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3260,0,0,0,0,0,0,0,0,5153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narek Koroukian,MAI DUBAI ,UNITED ARAB EMIRATES,Wrap Around Label,MoRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2729,0,0,0,0,0,0,0,0,4818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
